5258,Zubacka provoz s.r.o.,Zubacka,www.zubacka.cz
5164,Moravskoslezsky kraj,KUMSK,www.msk.cz
9995,Unkown code 9995,unknown9995,www.unknown-rics-code-9995.com
5316,Steam Story Agency,SteamStory,www.festivalparnichlokomotiv.cz
5374,Regionální organizátor pražské integrované dopravy,ROPID,www.pid.cz
